flow_id,alpha_k*pi/4,alpha_prime_k*pi/4,r,bprime,b,count,prob
5,"(1, 3)","(-3, -3)","(1, 0)","(0, 1)","(1, 1)",661,0.03305
5,"(1, 3)","(-3, -3)","(1, 0)","(1, 0)","(0, 0)",633,0.03165
5,"(1, 3)","(-3, -3)","(1, 0)","(1, 1)","(0, 1)",3585,0.17925
5,"(1, 3)","(-3, 1)","(1, 1)","(0, 0)","(1, 1)",645,0.03225
5,"(1, 3)","(-3, 1)","(1, 1)","(0, 1)","(1, 0)",116,0.0058
5,"(1, 3)","(-3, 1)","(1, 1)","(1, 0)","(0, 1)",3609,0.18045
5,"(1, 3)","(-3, 1)","(1, 1)","(1, 1)","(0, 0)",605,0.03025
5,"(1, 3)","(1, -3)","(0, 0)","(0, 0)","(0, 0)",632,0.0316
5,"(1, 3)","(1, -3)","(0, 0)","(0, 1)","(0, 1)",3634,0.1817
5,"(1, 3)","(1, -3)","(0, 0)","(1, 0)","(1, 0)",108,0.0054
5,"(1, 3)","(1, -3)","(0, 0)","(1, 1)","(1, 1)",648,0.0324
5,"(1, 3)","(1, 1)","(0, 1)","(0, 0)","(0, 1)",3591,0.17955
5,"(1, 3)","(1, 1)","(0, 1)","(0, 1)","(0, 0)",659,0.03295
5,"(1, 3)","(1, 1)","(0, 1)","(1, 0)","(1, 1)",660,0.033
5,"(1, 3)","(1, 1)","(0, 1)","(1, 1)","(1, 0)",107,0.00535
5,"(3, -3)","(-1, -1)","(1, 1)","(0, 0)","(1, 1)",3732,0.1866
5,"(3, -3)","(-1, -1)","(1, 1)","(0, 1)","(1, 0)",624,0.0312
5,"(3, -3)","(-1, -1)","(1, 1)","(1, 0)","(0, 1)",608,0.0304
5,"(3, -3)","(-1, -1)","(1, 1)","(1, 1)","(0, 0)",125,0.00625
5,"(3, -3)","(-1, 3)","(1, 0)","(0, 0)","(1, 0)",610,0.0305
5,"(3, -3)","(-1, 3)","(1, 0)","(0, 1)","(1, 1)",3700,0.185
5,"(3, -3)","(-1, 3)","(1, 0)","(1, 0)","(0, 0)",103,0.00515
5,"(3, -3)","(-1, 3)","(1, 0)","(1, 1)","(0, 1)",631,0.03155
5,"(3, -3)","(3, -1)","(0, 1)","(0, 0)","(0, 1)",588,0.0294
5,"(3, -3)","(3, -1)","(0, 1)","(0, 1)","(0, 0)",121,0.00605
5,"(3, -3)","(3, -1)","(0, 1)","(1, 0)","(1, 1)",3579,0.17895
5,"(3, -3)","(3, -1)","(0, 1)","(1, 1)","(1, 0)",662,0.0331
5,"(3, -3)","(3, 3)","(0, 0)","(0, 0)","(0, 0)",93,0.00465
5,"(3, -3)","(3, 3)","(0, 0)","(0, 1)","(0, 1)",613,0.03065
5,"(3, -3)","(3, 3)","(0, 0)","(1, 0)","(1, 0)",658,0.0329
5,"(3, -3)","(3, 3)","(0, 0)","(1, 1)","(1, 1)",3553,0.17765
5,"(3, -1)","(-1, -3)","(1, 1)","(0, 0)","(1, 1)",605,0.03025
5,"(3, -1)","(-1, -3)","(1, 1)","(0, 1)","(1, 0)",3651,0.18255
5,"(3, -1)","(-1, -3)","(1, 1)","(1, 0)","(0, 1)",93,0.00465
5,"(3, -1)","(-1, -3)","(1, 1)","(1, 1)","(0, 0)",617,0.03085
5,"(3, -1)","(-1, 1)","(1, 0)","(0, 0)","(1, 0)",3626,0.1813
5,"(3, -1)","(-1, 1)","(1, 0)","(0, 1)","(1, 1)",624,0.0312
5,"(3, -1)","(-1, 1)","(1, 0)","(1, 0)","(0, 0)",605,0.03025
5,"(3, -1)","(-1, 1)","(1, 0)","(1, 1)","(0, 1)",89,0.00445
5,"(3, -1)","(3, -3)","(0, 1)","(0, 0)","(0, 1)",123,0.00615
5,"(3, -1)","(3, -3)","(0, 1)","(0, 1)","(0, 0)",673,0.03365
5,"(3, -1)","(3, -3)","(0, 1)","(1, 0)","(1, 1)",612,0.0306
5,"(3, -1)","(3, -3)","(0, 1)","(1, 1)","(1, 0)",3664,0.1832
5,"(3, -1)","(3, 1)","(0, 0)","(0, 0)","(0, 0)",629,0.03145
5,"(3, -1)","(3, 1)","(0, 0)","(0, 1)","(0, 1)",91,0.00455
5,"(3, -1)","(3, 1)","(0, 0)","(1, 0)","(1, 0)",3680,0.184
5,"(3, -1)","(3, 1)","(0, 0)","(1, 1)","(1, 1)",618,0.0309
5,"(3, 1)","(-1, -1)","(1, 0)","(0, 0)","(1, 0)",3610,0.1805
5,"(3, 1)","(-1, -1)","(1, 0)","(0, 1)","(1, 1)",600,0.03
5,"(3, 1)","(-1, -1)","(1, 0)","(1, 0)","(0, 0)",628,0.0314
5,"(3, 1)","(-1, -1)","(1, 0)","(1, 1)","(0, 1)",107,0.00535
5,"(3, 1)","(-1, 3)","(1, 1)","(0, 0)","(1, 1)",619,0.03095
5,"(3, 1)","(-1, 3)","(1, 1)","(0, 1)","(1, 0)",3614,0.1807
5,"(3, 1)","(-1, 3)","(1, 1)","(1, 0)","(0, 1)",111,0.00555
5,"(3, 1)","(-1, 3)","(1, 1)","(1, 1)","(0, 0)",618,0.0309
5,"(3, 1)","(3, -1)","(0, 0)","(0, 0)","(0, 0)",627,0.03135
5,"(3, 1)","(3, -1)","(0, 0)","(0, 1)","(0, 1)",118,0.0059
5,"(3, 1)","(3, -1)","(0, 0)","(1, 0)","(1, 0)",3677,0.18385
5,"(3, 1)","(3, -1)","(0, 0)","(1, 1)","(1, 1)",606,0.0303
5,"(3, 1)","(3, 3)","(0, 1)","(0, 0)","(0, 1)",103,0.00515
5,"(3, 1)","(3, 3)","(0, 1)","(0, 1)","(0, 0)",619,0.03095
5,"(3, 1)","(3, 3)","(0, 1)","(1, 0)","(1, 1)",628,0.0314
5,"(3, 1)","(3, 3)","(0, 1)","(1, 1)","(1, 0)",3715,0.18575
5,"(3, 3)","(-1, -3)","(1, 0)","(0, 0)","(1, 0)",624,0.0312
5,"(3, 3)","(-1, -3)","(1, 0)","(0, 1)","(1, 1)",3673,0.18365
5,"(3, 3)","(-1, -3)","(1, 0)","(1, 0)","(0, 0)",121,0.00605
5,"(3, 3)","(-1, -3)","(1, 0)","(1, 1)","(0, 1)",635,0.03175
5,"(3, 3)","(-1, 1)","(1, 1)","(0, 0)","(1, 1)",3620,0.181
5,"(3, 3)","(-1, 1)","(1, 1)","(0, 1)","(1, 0)",612,0.0306
5,"(3, 3)","(-1, 1)","(1, 1)","(1, 0)","(0, 1)",595,0.02975
5,"(3, 3)","(-1, 1)","(1, 1)","(1, 1)","(0, 0)",102,0.0051
5,"(3, 3)","(3, -3)","(0, 0)","(0, 0)","(0, 0)",109,0.00545
5,"(3, 3)","(3, -3)","(0, 0)","(0, 1)","(0, 1)",645,0.03225
5,"(3, 3)","(3, -3)","(0, 0)","(1, 0)","(1, 0)",588,0.0294
5,"(3, 3)","(3, -3)","(0, 0)","(1, 1)","(1, 1)",3645,0.18225
5,"(3, 3)","(3, 1)","(0, 1)","(0, 0)","(0, 1)",623,0.03115
5,"(3, 3)","(3, 1)","(0, 1)","(0, 1)","(0, 0)",92,0.0046
5,"(3, 3)","(3, 1)","(0, 1)","(1, 0)","(1, 1)",3702,0.1851
5,"(3, 3)","(3, 1)","(0, 1)","(1, 1)","(1, 0)",614,0.0307
6,"(-3, -3)","(-3, -3)","(0, 1)","(0, 0)","(0, 1)",101,0.00505
6,"(-3, -3)","(-3, -3)","(0, 1)","(0, 1)","(0, 0)",640,0.032
6,"(-3, -3)","(-3, -3)","(0, 1)","(1, 0)","(1, 1)",644,0.0322
6,"(-3, -3)","(-3, -3)","(0, 1)","(1, 1)","(1, 0)",3610,0.1805
6,"(-3, -3)","(-3, 1)","(0, 0)","(0, 0)","(0, 0)",647,0.03235
6,"(-3, -3)","(-3, 1)","(0, 0)","(0, 1)","(0, 1)",97,0.00485
6,"(-3, -3)","(-3, 1)","(0, 0)","(1, 0)","(1, 0)",3660,0.183
6,"(-3, -3)","(-3, 1)","(0, 0)","(1, 1)","(1, 1)",661,0.03305
6,"(-3, -3)","(1, -3)","(1, 1)","(0, 0)","(1, 1)",597,0.02985
6,"(-3, -3)","(1, -3)","(1, 1)","(0, 1)","(1, 0)",3739,0.18695
6,"(-3, -3)","(1, -3)","(1, 1)","(1, 0)","(0, 1)",105,0.00525
6,"(-3, -3)","(1, -3)","(1, 1)","(1, 1)","(0, 0)",628,0.0314
6,"(-3, -3)","(1, 1)","(1, 0)","(0, 0)","(1, 0)",3527,0.17635
6,"(-3, -3)","(1, 1)","(1, 0)","(0, 1)","(1, 1)",614,0.0307
6,"(-3, -3)","(1, 1)","(1, 0)","(1, 0)","(0, 0)",630,0.0315
6,"(-3, -3)","(1, 1)","(1, 0)","(1, 1)","(0, 1)",100,0.005
6,"(-3, -1)","(-3, -1)","(0, 1)","(0, 0)","(0, 1)",631,0.03155
6,"(-3, -1)","(-3, -1)","(0, 1)","(0, 1)","(0, 0)",107,0.00535
6,"(-3, -1)","(-3, -1)","(0, 1)","(1, 0)","(1, 1)",3662,0.1831
6,"(-3, -1)","(-3, -1)","(0, 1)","(1, 1)","(1, 0)",618,0.0309
6,"(-3, -1)","(-3, 3)","(0, 0)","(0, 0)","(0, 0)",90,0.0045
6,"(-3, -1)","(-3, 3)","(0, 0)","(0, 1)","(0, 1)",588,0.0294
6,"(-3, -1)","(-3, 3)","(0, 0)","(1, 0)","(1, 0)",636,0.0318
6,"(-3, -1)","(-3, 3)","(0, 0)","(1, 1)","(1, 1)",3622,0.1811
6,"(-3, -1)","(1, -1)","(1, 1)","(0, 0)","(1, 1)",3647,0.18235
6,"(-3, -1)","(1, -1)","(1, 1)","(0, 1)","(1, 0)",594,0.0297
6,"(-3, -1)","(1, -1)","(1, 1)","(1, 0)","(0, 1)",648,0.0324
6,"(-3, -1)","(1, -1)","(1, 1)","(1, 1)","(0, 0)",97,0.00485
6,"(-3, -1)","(1, 3)","(1, 0)","(0, 0)","(1, 0)",657,0.03285
6,"(-3, -1)","(1, 3)","(1, 0)","(0, 1)","(1, 1)",3715,0.18575
6,"(-3, -1)","(1, 3)","(1, 0)","(1, 0)","(0, 0)",90,0.0045
6,"(-3, -1)","(1, 3)","(1, 0)","(1, 1)","(0, 1)",598,0.0299
6,"(-3, 1)","(-3, -3)","(0, 0)","(0, 0)","(0, 0)",107,0.00535
6,"(-3, 1)","(-3, -3)","(0, 0)","(0, 1)","(0, 1)",654,0.0327
6,"(-3, 1)","(-3, -3)","(0, 0)","(1, 0)","(1, 0)",644,0.0322
6,"(-3, 1)","(-3, -3)","(0, 0)","(1, 1)","(1, 1)",3686,0.1843
6,"(-3, 1)","(-3, 1)","(0, 1)","(0, 0)","(0, 1)",633,0.03165
6,"(-3, 1)","(-3, 1)","(0, 1)","(0, 1)","(0, 0)",110,0.0055
6,"(-3, 1)","(-3, 1)","(0, 1)","(1, 0)","(1, 1)",3536,0.1768
6,"(-3, 1)","(-3, 1)","(0, 1)","(1, 1)","(1, 0)",621,0.03105
6,"(-3, 1)","(1, -3)","(1, 0)","(0, 0)","(1, 0)",594,0.0297
6,"(-3, 1)","(1, -3)","(1, 0)","(0, 1)","(1, 1)",3682,0.1841
6,"(-3, 1)","(1, -3)","(1, 0)","(1, 0)","(0, 0)",105,0.00525
6,"(-3, 1)","(1, -3)","(1, 0)","(1, 1)","(0, 1)",590,0.0295
6,"(-3, 1)","(1, 1)","(1, 1)","(0, 0)","(1, 1)",3695,0.18475
6,"(-3, 1)","(1, 1)","(1, 1)","(0, 1)","(1, 0)",594,0.0297
6,"(-3, 1)","(1, 1)","(1, 1)","(1, 0)","(0, 1)",633,0.03165
6,"(-3, 1)","(1, 1)","(1, 1)","(1, 1)","(0, 0)",116,0.0058
6,"(-3, 3)","(-3, -1)","(0, 0)","(0, 0)","(0, 0)",626,0.0313
6,"(-3, 3)","(-3, -1)","(0, 0)","(0, 1)","(0, 1)",119,0.00595
6,"(-3, 3)","(-3, -1)","(0, 0)","(1, 0)","(1, 0)",3644,0.1822
6,"(-3, 3)","(-3, -1)","(0, 0)","(1, 1)","(1, 1)",561,0.02805
6,"(-3, 3)","(-3, 3)","(0, 1)","(0, 0)","(0, 1)",103,0.00515
6,"(-3, 3)","(-3, 3)","(0, 1)","(0, 1)","(0, 0)",605,0.03025
6,"(-3, 3)","(-3, 3)","(0, 1)","(1, 0)","(1, 1)",584,0.0292
6,"(-3, 3)","(-3, 3)","(0, 1)","(1, 1)","(1, 0)",3760,0.188
6,"(-3, 3)","(1, -1)","(1, 0)","(0, 0)","(1, 0)",3674,0.1837
6,"(-3, 3)","(1, -1)","(1, 0)","(0, 1)","(1, 1)",643,0.03215
6,"(-3, 3)","(1, -1)","(1, 0)","(1, 0)","(0, 0)",644,0.0322
6,"(-3, 3)","(1, -1)","(1, 0)","(1, 1)","(0, 1)",112,0.0056
6,"(-3, 3)","(1, 3)","(1, 1)","(0, 0)","(1, 1)",592,0.0296
6,"(-3, 3)","(1, 3)","(1, 1)","(0, 1)","(1, 0)",3575,0.17875
6,"(-3, 3)","(1, 3)","(1, 1)","(1, 0)","(0, 1)",95,0.00475
6,"(-3, 3)","(1, 3)","(1, 1)","(1, 1)","(0, 0)",663,0.03315
6,"(-1, -3)","(-1, -3)","(0, 1)","(0, 0)","(0, 1)",615,0.03075
6,"(-1, -3)","(-1, -3)","(0, 1)","(0, 1)","(0, 0)",3609,0.18045
6,"(-1, -3)","(-1, -3)","(0, 1)","(1, 0)","(1, 1)",96,0.0048
6,"(-1, -3)","(-1, -3)","(0, 1)","(1, 1)","(1, 0)",602,0.0301
6,"(-1, -3)","(-1, 1)","(0, 0)","(0, 0)","(0, 0)",3616,0.1808
6,"(-1, -3)","(-1, 1)","(0, 0)","(0, 1)","(0, 1)",628,0.0314
6,"(-1, -3)","(-1, 1)","(0, 0)","(1, 0)","(1, 0)",622,0.0311
6,"(-1, -3)","(-1, 1)","(0, 0)","(1, 1)","(1, 1)",98,0.0049
6,"(-1, -3)","(3, -3)","(1, 1)","(0, 0)","(1, 1)",115,0.00575
6,"(-1, -3)","(3, -3)","(1, 1)","(0, 1)","(1, 0)",613,0.03065
6,"(-1, -3)","(3, -3)","(1, 1)","(1, 0)","(0, 1)",609,0.03045
6,"(-1, -3)","(3, -3)","(1, 1)","(1, 1)","(0, 0)",3682,0.1841
6,"(-1, -3)","(3, 1)","(1, 0)","(0, 0)","(1, 0)",642,0.0321
6,"(-1, -3)","(3, 1)","(1, 0)","(0, 1)","(1, 1)",118,0.0059
6,"(-1, -3)","(3, 1)","(1, 0)","(1, 0)","(0, 0)",3676,0.1838
6,"(-1, -3)","(3, 1)","(1, 0)","(1, 1)","(0, 1)",659,0.03295
6,"(-1, -1)","(-1, -1)","(0, 1)","(0, 0)","(0, 1)",3602,0.1801
6,"(-1, -1)","(-1, -1)","(0, 1)","(0, 1)","(0, 0)",605,0.03025
6,"(-1, -1)","(-1, -1)","(0, 1)","(1, 0)","(1, 1)",641,0.03205
6,"(-1, -1)","(-1, -1)","(0, 1)","(1, 1)","(1, 0)",112,0.0056
6,"(-1, -1)","(-1, 3)","(0, 0)","(0, 0)","(0, 0)",637,0.03185
6,"(-1, -1)","(-1, 3)","(0, 0)","(0, 1)","(0, 1)",3569,0.17845
6,"(-1, -1)","(-1, 3)","(0, 0)","(1, 0)","(1, 0)",120,0.006
6,"(-1, -1)","(-1, 3)","(0, 0)","(1, 1)","(1, 1)",572,0.0286
6,"(-1, -1)","(3, -1)","(1, 1)","(0, 0)","(1, 1)",629,0.03145
6,"(-1, -1)","(3, -1)","(1, 1)","(0, 1)","(1, 0)",105,0.00525
6,"(-1, -1)","(3, -1)","(1, 1)","(1, 0)","(0, 1)",3639,0.18195
6,"(-1, -1)","(3, -1)","(1, 1)","(1, 1)","(0, 0)",627,0.03135
6,"(-1, -1)","(3, 3)","(1, 0)","(0, 0)","(1, 0)",127,0.00635
6,"(-1, -1)","(3, 3)","(1, 0)","(0, 1)","(1, 1)",637,0.03185
6,"(-1, -1)","(3, 3)","(1, 0)","(1, 0)","(0, 0)",598,0.0299
6,"(-1, -1)","(3, 3)","(1, 0)","(1, 1)","(0, 1)",3780,0.189
6,"(-1, 1)","(-1, -3)","(0, 0)","(0, 0)","(0, 0)",642,0.0321
6,"(-1, 1)","(-1, -3)","(0, 0)","(0, 1)","(0, 1)",3675,0.18375
6,"(-1, 1)","(-1, -3)","(0, 0)","(1, 0)","(1, 0)",101,0.00505
6,"(-1, 1)","(-1, -3)","(0, 0)","(1, 1)","(1, 1)",631,0.03155
6,"(-1, 1)","(-1, 1)","(0, 1)","(0, 0)","(0, 1)",3639,0.18195
6,"(-1, 1)","(-1, 1)","(0, 1)","(0, 1)","(0, 0)",683,0.03415
6,"(-1, 1)","(-1, 1)","(0, 1)","(1, 0)","(1, 1)",644,0.0322
6,"(-1, 1)","(-1, 1)","(0, 1)","(1, 1)","(1, 0)",115,0.00575
6,"(-1, 1)","(3, -3)","(1, 0)","(0, 0)","(1, 0)",111,0.00555
6,"(-1, 1)","(3, -3)","(1, 0)","(0, 1)","(1, 1)",624,0.0312
6,"(-1, 1)","(3, -3)","(1, 0)","(1, 0)","(0, 0)",637,0.03185
6,"(-1, 1)","(3, -3)","(1, 0)","(1, 1)","(0, 1)",3607,0.18035
6,"(-1, 1)","(3, 1)","(1, 1)","(0, 0)","(1, 1)",627,0.03135
6,"(-1, 1)","(3, 1)","(1, 1)","(0, 1)","(1, 0)",113,0.00565
6,"(-1, 1)","(3, 1)","(1, 1)","(1, 0)","(0, 1)",3587,0.17935
6,"(-1, 1)","(3, 1)","(1, 1)","(1, 1)","(0, 0)",564,0.0282
6,"(-1, 3)","(-1, -1)","(0, 0)","(0, 0)","(0, 0)",3666,0.1833
6,"(-1, 3)","(-1, -1)","(0, 0)","(0, 1)","(0, 1)",570,0.0285
6,"(-1, 3)","(-1, -1)","(0, 0)","(1, 0)","(1, 0)",684,0.0342
6,"(-1, 3)","(-1, -1)","(0, 0)","(1, 1)","(1, 1)",113,0.00565
6,"(-1, 3)","(-1, 3)","(0, 1)","(0, 0)","(0, 1)",616,0.0308
6,"(-1, 3)","(-1, 3)","(0, 1)","(0, 1)","(0, 0)",3609,0.18045
6,"(-1, 3)","(-1, 3)","(0, 1)","(1, 0)","(1, 1)",89,0.00445
6,"(-1, 3)","(-1, 3)","(0, 1)","(1, 1)","(1, 0)",623,0.03115
6,"(-1, 3)","(3, -1)","(1, 0)","(0, 0)","(1, 0)",641,0.03205
6,"(-1, 3)","(3, -1)","(1, 0)","(0, 1)","(1, 1)",125,0.00625
6,"(-1, 3)","(3, -1)","(1, 0)","(1, 0)","(0, 0)",3569,0.17845
6,"(-1, 3)","(3, -1)","(1, 0)","(1, 1)","(0, 1)",607,0.03035
6,"(-1, 3)","(3, 3)","(1, 1)","(0, 0)","(1, 1)",116,0.0058
6,"(-1, 3)","(3, 3)","(1, 1)","(0, 1)","(1, 0)",605,0.03025
6,"(-1, 3)","(3, 3)","(1, 1)","(1, 0)","(0, 1)",602,0.0301
6,"(-1, 3)","(3, 3)","(1, 1)","(1, 1)","(0, 0)",3765,0.18825
6,"(1, -3)","(-3, -3)","(1, 1)","(0, 0)","(1, 1)",120,0.006
6,"(1, -3)","(-3, -3)","(1, 1)","(0, 1)","(1, 0)",589,0.02945
6,"(1, -3)","(-3, -3)","(1, 1)","(1, 0)","(0, 1)",621,0.03105
6,"(1, -3)","(-3, -3)","(1, 1)","(1, 1)","(0, 0)",3720,0.186
6,"(1, -3)","(-3, 1)","(1, 0)","(0, 0)","(1, 0)",644,0.0322
6,"(1, -3)","(-3, 1)","(1, 0)","(0, 1)","(1, 1)",109,0.00545
6,"(1, -3)","(-3, 1)","(1, 0)","(1, 0)","(0, 0)",3601,0.18005
6,"(1, -3)","(-3, 1)","(1, 0)","(1, 1)","(0, 1)",623,0.03115
6,"(1, -3)","(1, -3)","(0, 1)","(0, 0)","(0, 1)",633,0.03165
6,"(1, -3)","(1, -3)","(0, 1)","(0, 1)","(0, 0)",3606,0.1803
6,"(1, -3)","(1, -3)","(0, 1)","(1, 0)","(1, 1)",109,0.00545
6,"(1, -3)","(1, -3)","(0, 1)","(1, 1)","(1, 0)",651,0.03255
6,"(1, -3)","(1, 1)","(0, 0)","(0, 0)","(0, 0)",3621,0.18105
6,"(1, -3)","(1, 1)","(0, 0)","(0, 1)","(0, 1)",619,0.03095
6,"(1, -3)","(1, 1)","(0, 0)","(1, 0)","(1, 0)",619,0.03095
6,"(1, -3)","(1, 1)","(0, 0)","(1, 1)","(1, 1)",115,0.00575
6,"(1, -1)","(-3, -1)","(1, 1)","(0, 0)","(1, 1)",586,0.0293
6,"(1, -1)","(-3, -1)","(1, 1)","(0, 1)","(1, 0)",111,0.00555
6,"(1, -1)","(-3, -1)","(1, 1)","(1, 0)","(0, 1)",3652,0.1826
6,"(1, -1)","(-3, -1)","(1, 1)","(1, 1)","(0, 0)",613,0.03065
6,"(1, -1)","(-3, 3)","(1, 0)","(0, 0)","(1, 0)",112,0.0056
6,"(1, -1)","(-3, 3)","(1, 0)","(0, 1)","(1, 1)",601,0.03005
6,"(1, -1)","(-3, 3)","(1, 0)","(1, 0)","(0, 0)",620,0.031
6,"(1, -1)","(-3, 3)","(1, 0)","(1, 1)","(0, 1)",3656,0.1828
6,"(1, -1)","(1, -1)","(0, 1)","(0, 0)","(0, 1)",3650,0.1825
6,"(1, -1)","(1, -1)","(0, 1)","(0, 1)","(0, 0)",619,0.03095
6,"(1, -1)","(1, -1)","(0, 1)","(1, 0)","(1, 1)",586,0.0293
6,"(1, -1)","(1, -1)","(0, 1)","(1, 1)","(1, 0)",108,0.0054
6,"(1, -1)","(1, 3)","(0, 0)","(0, 0)","(0, 0)",615,0.03075
6,"(1, -1)","(1, 3)","(0, 0)","(0, 1)","(0, 1)",3759,0.18795
6,"(1, -1)","(1, 3)","(0, 0)","(1, 0)","(1, 0)",113,0.00565
6,"(1, -1)","(1, 3)","(0, 0)","(1, 1)","(1, 1)",599,0.02995
6,"(1, 1)","(-3, -3)","(1, 0)","(0, 0)","(1, 0)",103,0.00515
6,"(1, 1)","(-3, -3)","(1, 0)","(0, 1)","(1, 1)",610,0.0305
6,"(1, 1)","(-3, -3)","(1, 0)","(1, 0)","(0, 0)",600,0.03
6,"(1, 1)","(-3, -3)","(1, 0)","(1, 1)","(0, 1)",3706,0.1853
6,"(1, 1)","(-3, 1)","(1, 1)","(0, 0)","(1, 1)",646,0.0323
6,"(1, 1)","(-3, 1)","(1, 1)","(0, 1)","(1, 0)",84,0.0042
6,"(1, 1)","(-3, 1)","(1, 1)","(1, 0)","(0, 1)",3589,0.17945
6,"(1, 1)","(-3, 1)","(1, 1)","(1, 1)","(0, 0)",604,0.0302
6,"(1, 1)","(1, -3)","(0, 0)","(0, 0)","(0, 0)",660,0.033
6,"(1, 1)","(1, -3)","(0, 0)","(0, 1)","(0, 1)",3743,0.18715
6,"(1, 1)","(1, -3)","(0, 0)","(1, 0)","(1, 0)",97,0.00485
6,"(1, 1)","(1, -3)","(0, 0)","(1, 1)","(1, 1)",628,0.0314
6,"(1, 1)","(1, 1)","(0, 1)","(0, 0)","(0, 1)",3580,0.179
6,"(1, 1)","(1, 1)","(0, 1)","(0, 1)","(0, 0)",633,0.03165
6,"(1, 1)","(1, 1)","(0, 1)","(1, 0)","(1, 1)",597,0.02985
6,"(1, 1)","(1, 1)","(0, 1)","(1, 1)","(1, 0)",120,0.006
6,"(1, 3)","(-3, -1)","(1, 0)","(0, 0)","(1, 0)",621,0.03105
6,"(1, 3)","(-3, -1)","(1, 0)","(0, 1)","(1, 1)",114,0.0057
6,"(1, 3)","(-3, -1)","(1, 0)","(1, 0)","(0, 0)",3583,0.17915
6,"(1, 3)","(-3, -1)","(1, 0)","(1, 1)","(0, 1)",632,0.0316
6,"(1, 3)","(-3, 3)","(1, 1)","(0, 0)","(1, 1)",120,0.006
6,"(1, 3)","(-3, 3)","(1, 1)","(0, 1)","(1, 0)",621,0.03105
6,"(1, 3)","(-3, 3)","(1, 1)","(1, 0)","(0, 1)",606,0.0303
6,"(1, 3)","(-3, 3)","(1, 1)","(1, 1)","(0, 0)",3715,0.18575
6,"(1, 3)","(1, -1)","(0, 0)","(0, 0)","(0, 0)",3591,0.17955
6,"(1, 3)","(1, -1)","(0, 0)","(0, 1)","(0, 1)",638,0.0319
6,"(1, 3)","(1, -1)","(0, 0)","(1, 0)","(1, 0)",609,0.03045
6,"(1, 3)","(1, -1)","(0, 0)","(1, 1)","(1, 1)",93,0.00465
6,"(1, 3)","(1, 3)","(0, 1)","(0, 0)","(0, 1)",660,0.033
6,"(1, 3)","(1, 3)","(0, 1)","(0, 1)","(0, 0)",3679,0.18395
6,"(1, 3)","(1, 3)","(0, 1)","(1, 0)","(1, 1)",116,0.0058
6,"(1, 3)","(1, 3)","(0, 1)","(1, 1)","(1, 0)",602,0.0301
6,"(3, -3)","(-1, -3)","(1, 1)","(0, 0)","(1, 1)",654,0.0327
6,"(3, -3)","(-1, -3)","(1, 1)","(0, 1)","(1, 0)",3629,0.18145
6,"(3, -3)","(-1, -3)","(1, 1)","(1, 0)","(0, 1)",102,0.0051
6,"(3, -3)","(-1, -3)","(1, 1)","(1, 1)","(0, 0)",660,0.033
6,"(3, -3)","(-1, 1)","(1, 0)","(0, 0)","(1, 0)",3622,0.1811
6,"(3, -3)","(-1, 1)","(1, 0)","(0, 1)","(1, 1)",634,0.0317
6,"(3, -3)","(-1, 1)","(1, 0)","(1, 0)","(0, 0)",642,0.0321
6,"(3, -3)","(-1, 1)","(1, 0)","(1, 1)","(0, 1)",97,0.00485
6,"(3, -3)","(3, -3)","(0, 1)","(0, 0)","(0, 1)",93,0.00465
6,"(3, -3)","(3, -3)","(0, 1)","(0, 1)","(0, 0)",619,0.03095
6,"(3, -3)","(3, -3)","(0, 1)","(1, 0)","(1, 1)",625,0.03125
6,"(3, -3)","(3, -3)","(0, 1)","(1, 1)","(1, 0)",3682,0.1841
6,"(3, -3)","(3, 1)","(0, 0)","(0, 0)","(0, 0)",623,0.03115
6,"(3, -3)","(3, 1)","(0, 0)","(0, 1)","(0, 1)",140,0.007
6,"(3, -3)","(3, 1)","(0, 0)","(1, 0)","(1, 0)",3566,0.1783
6,"(3, -3)","(3, 1)","(0, 0)","(1, 1)","(1, 1)",612,0.0306
6,"(3, -1)","(-1, -1)","(1, 1)","(0, 0)","(1, 1)",3660,0.183
6,"(3, -1)","(-1, -1)","(1, 1)","(0, 1)","(1, 0)",611,0.03055
6,"(3, -1)","(-1, -1)","(1, 1)","(1, 0)","(0, 1)",625,0.03125
6,"(3, -1)","(-1, -1)","(1, 1)","(1, 1)","(0, 0)",109,0.00545
6,"(3, -1)","(-1, 3)","(1, 0)","(0, 0)","(1, 0)",589,0.02945
6,"(3, -1)","(-1, 3)","(1, 0)","(0, 1)","(1, 1)",3660,0.183
6,"(3, -1)","(-1, 3)","(1, 0)","(1, 0)","(0, 0)",106,0.0053
6,"(3, -1)","(-1, 3)","(1, 0)","(1, 1)","(0, 1)",610,0.0305
6,"(3, -1)","(3, -1)","(0, 1)","(0, 0)","(0, 1)",631,0.03155
6,"(3, -1)","(3, -1)","(0, 1)","(0, 1)","(0, 0)",116,0.0058
6,"(3, -1)","(3, -1)","(0, 1)","(1, 0)","(1, 1)",3694,0.1847
6,"(3, -1)","(3, -1)","(0, 1)","(1, 1)","(1, 0)",604,0.0302
6,"(3, -1)","(3, 3)","(0, 0)","(0, 0)","(0, 0)",102,0.0051
6,"(3, -1)","(3, 3)","(0, 0)","(0, 1)","(0, 1)",608,0.0304
6,"(3, -1)","(3, 3)","(0, 0)","(1, 0)","(1, 0)",606,0.0303
